1,joy429355908,false
2,joy499176856,false
3,joy515916486,false
4,joy408854377,false
5,joy800970515,false
6,joy464163191,false
7,joy424568441,false
8,joy970908598,false
9,joy685749878,false
10,joy607753678,false
11,joy625842650,false
12,joy548330256,false
13,joy700848542,false
14,joy129837542,false
15,joy970047913,false
16,joy788672432,false
17,joy557023822,false
18,joy205878833,false
19,joy427458269,false
20,joy661300432,false
21,joy745518717,false
22,joy452368750,false
23,joy853894198,false
24,joy624613835,false
25,joy025571691,false
26,joy427273169,false
27,joy194475956,false
28,joy157465323,false
29,joy876298818,false
30,joy380699453,false
31,joy020704193,false
32,joy853777196,false
33,joy292801415,false
34,joy053149053,false
35,joy482248823,false
36,joy989339248,false
37,joy238849746,false
38,joy657555431,false
39,joy346643172,false
40,joy160134675,false
41,joy473272735,false
42,joy837001580,false
43,joy252382787,false
44,joy313212644,false
45,joy341022888,false
46,joy872267863,false
47,joy653066863,false
48,joy208011242,false
49,joy176290998,false
50,joy812241875,false
51,joy477790434,false
52,joy724883682,false
53,joy408875592,false
54,joy891087225,false
55,joy668556984,false
56,joy657870057,false
57,joy050114498,false
58,joy224821954,false
59,joy304104768,false
60,joy044724707,false
61,joy296506863,false
62,joy279523913,false
63,joy068958526,false
64,joy637248109,false
65,joy542210134,false
66,joy024085192,false
67,joy333553606,false
68,joy401967192,false
69,joy548438158,false
70,joy160409628,false
71,joy434444438,false
72,joy119668918,false
73,joy453145486,false
74,joy439114644,false
75,joy126409663,false
76,joy547948958,false
77,joy201953209,false
78,joy988287401,false
79,joy800237101,false
80,joy971700594,false
81,joy490851343,false
82,joy816109548,false
83,joy392841260,false
84,joy775299203,false
85,joy224227776,false
86,joy979656362,false
87,joy843147038,false
88,joy252526343,false
89,joy705168027,false
90,joy403949078,false
91,joy941135256,false
92,joy275082547,false
93,joy621278743,false
94,joy264922792,false
95,joy740049027,false
96,joy855841469,false
97,joy107672957,false
98,joy961338790,false
99,joy621447433,false
100,joy897603955,false
101,joy473608695,false
102,joy564962247,false
103,joy651094042,false
104,joy688179048,false
105,joy369503530,false
106,joy848519798,false
107,joy193958428,false
108,joy725131640,false
109,joy042170988,false
110,joy667321654,false
111,joy884500242,false
112,joy365472012,false
113,joy893241350,false
114,joy072948572,false
115,joy956380010,false
116,joy854374265,false
117,joy075821809,false
118,joy757879941,false
119,joy149293217,false
120,joy680542323,false
121,joy388818410,false
122,joy548926161,false
123,joy807953140,false
124,joy315227948,false
125,joy814701370,false
126,joy106803454,false
127,joy707886906,false
128,joy368010014,false
129,joy421548332,false
130,joy427269692,false
131,joy641793092,false
132,joy849402494,false
133,joy762507602,false
134,joy627848813,false
135,joy618830602,false
136,joy220141576,false
137,joy579263407,false
138,joy316341285,false
139,joy505623655,false
140,joy797835713,false
141,joy882841198,false
142,joy898163122,false
143,joy609033376,false
144,joy435208968,false
145,joy319841172,false
146,joy909559285,false
147,joy127924435,false
148,joy970217381,false
149,joy172908570,false
